Wavelength,x,y,z
538,0.26463,0.72287,0.01250
539,0.27160,0.71710,0.01130
540,0.27859,0.71130,0.01011
541,0.28558,0.70545,0.00897
542,0.29254,0.69951,0.00795
543,0.29947,0.69349,0.00704
544,0.30636,0.68741,0.00623
545,0.31323,0.68128,0.00549
546,0.32008,0.67510,0.00482
547,0.32690,0.66888,0.00422
548,0.33371,0.66263,0.00366
549,0.34051,0.65636,0.00313
550,0.34730,0.65009,0.00261
551,0.35408,0.64379,0.00213
552,0.36087,0.63744,0.00169
553,0.36765,0.63104,0.00131
554,0.37442,0.62462,0.00096
555,0.38116,0.61816,0.00068
556,0.38787,0.61169,0.00044
557,0.39454,0.60521,0.00025
558,0.40116,0.59873,0.00011
559,0.40772,0.59225,0.00003
560,0.41421,0.58579,0.00000
561,0.42070,0.57930,0.00000
562,0.42723,0.57277,0.00000
563,0.43379,0.56621,0.00000
564,0.44036,0.55964,0.00000
565,0.44692,0.55308,0.00000
566,0.45346,0.54654,0.00000
567,0.45996,0.54004,0.00000
568,0.46640,0.53360,0.00000
569,0.47277,0.52723,0.00000
570,0.47904,0.52096,0.00000
571,0.48524,0.51476,0.00000
572,0.49141,0.50859,0.00000
573,0.49754,0.50246,0.00000
574,0.50362,0.49638,0.00000
575,0.50964,0.49036,0.00000
576,0.51559,0.48441,0.00000
577,0.52147,0.47853,0.00000
578,0.52726,0.47274,0.00000
579,0.53296,0.46704,0.00000
580,0.53856,0.46144,0.00000
581,0.54408,0.45592,0.00000
582,0.54954,0.45046,0.00000
583,0.55492,0.44508,0.00000
584,0.56022,0.43978,0.00000
585,0.56544,0.43456,0.00000
586,0.57057,0.42943,0.00000
587,0.57559,0.42441,0.00000
588,0.58050,0.41950,0.00000
589,0.58530,0.41470,0.00000
590,0.58996,0.41004,0.00000
591,0.59451,0.40549,0.00000
592,0.59895,0.40105,0.00000
593,0.60327,0.39673,0.00000
594,0.60749,0.39251,0.00000
595,0.61160,0.38840,0.00000
596,0.61560,0.38440,0.00000
597,0.61951,0.38049,0.00000
598,0.62331,0.37669,0.00000
599,0.62702,0.37298,0.00000
600,0.63063,0.36937,0.00000
601,0.63414,0.36586,0.00000
602,0.63754,0.36246,0.00000
603,0.64084,0.35916,0.00000
604,0.64403,0.35597,0.00000
605,0.64713,0.35287,0.00000
606,0.65013,0.34987,0.00000
607,0.65304,0.34696,0.00000
608,0.65585,0.34415,0.00000
609,0.65858,0.34142,0.00000
610,0.66122,0.33878,0.00000
611,0.66378,0.33622,0.00000
612,0.66624,0.33376,0.00000
613,0.66860,0.33140,0.00000
614,0.67087,0.32913,0.00000
615,0.67306,0.32694,0.00000
616,0.67515,0.32485,0.00000
617,0.67716,0.32284,0.00000
618,0.67908,0.32092,0.00000
619,0.68091,0.31909,0.00000
620,0.68266,0.31734,0.00000
621,0.68431,0.31569,0.00000
622,0.68582,0.31418,0.00000
623,0.68722,0.31278,0.00000
624,0.68853,0.31147,0.00000
625,0.68976,0.31024,0.00000
626,0.69094,0.30906,0.00000
627,0.69209,0.30791,0.00000
628,0.69321,0.30679,0.00000
629,0.69434,0.30566,0.00000
630,0.69548,0.30452,0.00000
631,0.69663,0.30337,0.00000
632,0.69776,0.30224,0.00000
633,0.69886,0.30114,0.00000
634,0.69994,0.30006,0.00000
635,0.70099,0.29901,0.00000
636,0.70202,0.29798,0.00000
637,0.70302,0.29698,0.00000
638,0.70400,0.29600,0.00000
639,0.70495,0.29505,0.00000
640,0.70587,0.29413,0.00000
641,0.70678,0.29322,0.00000
642,0.70768,0.29232,0.00000
643,0.70856,0.29144,0.00000
644,0.70942,0.29058,0.00000
645,0.71025,0.28975,0.00000
646,0.71104,0.28896,0.00000
647,0.71179,0.28821,0.00000
648,0.71249,0.28751,0.00000
649,0.71313,0.28687,0.00000
650,0.71371,0.28629,0.00000
651,0.71422,0.28578,0.00000
652,0.71465,0.28535,0.00000
653,0.71502,0.28498,0.00000
654,0.71534,0.28466,0.00000
655,0.71562,0.28438,0.00000
656,0.71587,0.28413,0.00000
657,0.71610,0.28390,0.00000
658,0.71632,0.28368,0.00000
659,0.71655,0.28345,0.00000
660,0.71679,0.28321,0.00000
661,0.71703,0.28297,0.00000
662,0.71727,0.28273,0.00000
663,0.71748,0.28252,0.00000
664,0.71769,0.28231,0.00000
665,0.71789,0.28211,0.00000
666,0.71808,0.28192,0.00000
667,0.71825,0.28175,0.00000
668,0.71842,0.28158,0.00000
669,0.71858,0.28142,0.00000
670,0.71873,0.28127,0.00000
671,0.71888,0.28112,0.00000
672,0.71901,0.28099,0.00000
673,0.71913,0.28087,0.00000
674,0.71924,0.28076,0.00000
675,0.71934,0.28066,0.00000
676,0.71944,0.28056,0.00000
677,0.71953,0.28047,0.00000
678,0.71961,0.28039,0.00000
679,0.71969,0.28031,0.00000
680,0.71976,0.28024,0.00000
681,0.71983,0.28017,0.00000
682,0.71989,0.28011,0.00000
683,0.71994,0.28006,0.00000
684,0.71998,0.28002,0.00000
685,0.72002,0.27998,0.00000
686,0.72005,0.27995,0.00000
687,0.72008,0.27992,0.00000
688,0.72011,0.27989,0.00000
689,0.72014,0.27986,0.00000
690,0.72016,0.27984,0.00000
691,0.72019,0.27981,0.00000
692,0.72022,0.27978,0.00000
693,0.72025,0.27975,0.00000
694,0.72027,0.27973,0.00000
695,0.72030,0.27970,0.00000
696,0.72031,0.27969,0.00000
697,0.72033,0.27967,0.00000
698,0.72034,0.27966,0.00000
699,0.72035,0.27965,0.00000
700,0.72036,0.27964,0.00000
701,0.72036,0.27964,0.00000
702,0.72036,0.27964,0.00000
703,0.72035,0.27965,0.00000
704,0.72034,0.27966,0.00000
705,0.72032,0.27968,0.00000
706,0.72031,0.27969,0.00000
707,0.72029,0.27971,0.00000
708,0.72027,0.27973,0.00000
709,0.72025,0.27975,0.00000
710,0.72023,0.27977,0.00000
711,0.72020,0.27980,0.00000
712,0.72018,0.27982,0.00000
713,0.72015,0.27985,0.00000
714,0.72012,0.27988,0.00000
715,0.72009,0.27991,0.00000
716,0.72006,0.27994,0.00000
717,0.72002,0.27998,0.00000
718,0.71999,0.28001,0.00000
719,0.71995,0.28005,0.00000
720,0.71991,0.28009,0.00000
721,0.71987,0.28013,0.00000
722,0.71983,0.28017,0.00000
723,0.71978,0.28022,0.00000
724,0.71974,0.28026,0.00000
725,0.71969,0.28031,0.00000
726,0.71964,0.28036,0.00000
727,0.71960,0.28040,0.00000
728,0.71955,0.28045,0.00000
729,0.71950,0.28050,0.00000
730,0.71945,0.28055,0.00000
731,0.71940,0.28060,0.00000
732,0.71934,0.28066,0.00000
733,0.71929,0.28071,0.00000
734,0.71924,0.28076,0.00000
735,0.71919,0.28081,0.00000
736,0.71913,0.28087,0.00000
737,0.71908,0.28092,0.00000
738,0.71902,0.28098,0.00000
739,0.71896,0.28104,0.00000
740,0.71891,0.28109,0.00000
741,0.71885,0.28115,0.00000
742,0.71879,0.28121,0.00000
743,0.71873,0.28127,0.00000
744,0.71867,0.28133,0.00000
745,0.71861,0.28139,0.00000
746,0.71855,0.28145,0.00000
747,0.71848,0.28152,0.00000
748,0.71842,0.28158,0.00000
749,0.71836,0.28164,0.00000
750,0.71829,0.28171,0.00000
751,0.71823,0.28177,0.00000
752,0.71816,0.28184,0.00000
753,0.71810,0.28190,0.00000
754,0.71803,0.28197,0.00000
755,0.71796,0.28204,0.00000
756,0.71789,0.28211,0.00000
757,0.71782,0.28218,0.00000
758,0.71775,0.28225,0.00000
759,0.71768,0.28232,0.00000
760,0.71761,0.28239,0.00000
761,0.71754,0.28246,0.00000
762,0.71746,0.28254,0.00000
763,0.71739,0.28261,0.00000
764,0.71732,0.28268,0.00000
765,0.71724,0.28276,0.00000
766,0.71716,0.28284,0.00000
767,0.71709,0.28291,0.00000
768,0.71701,0.28299,0.00000
769,0.71694,0.28306,0.00000
770,0.71686,0.28314,0.00000
771,0.71678,0.28322,0.00000
772,0.71670,0.28330,0.00000
773,0.71662,0.28338,0.00000
774,0.71654,0.28346,0.00000
775,0.71646,0.28354,0.00000
776,0.71638,0.28362,0.00000
777,0.71630,0.28370,0.00000
778,0.71622,0.28378,0.00000
779,0.71614,0.28386,0.00000
780,0.71606,0.28394,0.00000
781,0.71597,0.28403,0.00000
782,0.71589,0.28411,0.00000
783,0.71581,0.28419,0.00000
784,0.71572,0.28428,0.00000
785,0.71564,0.28436,0.00000
786,0.71555,0.28445,0.00000
787,0.71547,0.28453,0.00000
788,0.71538,0.28462,0.00000
789,0.71529,0.28471,0.00000
790,0.71521,0.28479,0.00000
791,0.71512,0.28488,0.00000
792,0.71503,0.28497,0.00000
793,0.71495,0.28505,0.00000
794,0.71486,0.28514,0.00000
795,0.71477,0.28523,0.00000
796,0.71468,0.28532,0.00000
797,0.71459,0.28541,0.00000
798,0.71450,0.28550,0.00000
799,0.71442,0.28558,0.00000
800,0.71432,0.28568,0.00000
801,0.71424,0.28576,0.00000
802,0.71414,0.28586,0.00000
803,0.71405,0.28595,0.00000
804,0.71396,0.28604,0.00000
805,0.71387,0.28613,0.00000
806,0.71378,0.28622,0.00000
807,0.71369,0.28631,0.00000
808,0.71360,0.28640,0.00000
809,0.71350,0.28650,0.00000
810,0.71341,0.28659,0.00000
811,0.71332,0.28668,0.00000
812,0.71322,0.28678,0.00000
813,0.71313,0.28687,0.00000
814,0.71304,0.28696,0.00000
815,0.71294,0.28706,0.00000
816,0.71285,0.28715,0.00000
817,0.71276,0.28724,0.00000
818,0.71266,0.28734,0.00000
819,0.71257,0.28743,0.00000
820,0.71247,0.28753,0.00000
821,0.71238,0.28762,0.00000
822,0.71228,0.28772,0.00000
823,0.71219,0.28781,0.00000
824,0.71209,0.28791,0.00000
825,0.71200,0.28800,0.00000
826,0.71190,0.28810,0.00000
827,0.71181,0.28819,0.00000
828,0.71171,0.28829,0.00000
829,0.71162,0.28838,0.00000
830,0.71152,0.28848,0.00000
