Wavelength,X,Y,Z
370,0.000800000000,0.000100000000,0.004600000000
380,0.004500000000,0.000400000000,0.022400000000
390,0.020100000000,0.001500000000,0.092500000000
400,0.061100000000,0.004500000000,0.279900000000
410,0.126700000000,0.009300000000,0.583500000000
420,0.228500000000,0.017500000000,1.062200000000
430,0.308100000000,0.027300000000,1.452600000000
440,0.331200000000,0.037900000000,1.606400000000
450,0.288800000000,0.046800000000,1.471700000000
460,0.232300000000,0.060000000000,1.288000000000
470,0.174500000000,0.091000000000,1.113300000000
480,0.092000000000,0.139000000000,0.755200000000
490,0.031800000000,0.208000000000,0.446100000000
500,0.004800000000,0.323000000000,0.264400000000
510,0.009300000000,0.503000000000,0.154100000000
520,0.063600000000,0.710000000000,0.076300000000
530,0.166800000000,0.862000000000,0.041200000000
540,0.292600000000,0.954000000000,0.020000000000
550,0.436400000000,0.995000000000,0.008800000000
560,0.597000000000,0.995000000000,0.003900000000
570,0.764200000000,0.952000000000,0.002000000000
580,0.915900000000,0.870000000000,0.001600000000
590,1.022500000000,0.757000000000,0.001100000000
600,1.054400000000,0.631000000000,0.000700000000
610,0.992200000000,0.503000000000,0.000300000000
620,0.843200000000,0.381000000000,0.000200000000
630,0.632700000000,0.265000000000,0.000100000000
640,0.440400000000,0.175000000000,0.000000000000
650,0.278700000000,0.107000000000,0.000000000000
660,0.161900000000,0.061000000000,0.000000000000
670,0.085800000000,0.032000000000,0.000000000000
680,0.045900000000,0.017000000000,0.000000000000
690,0.022200000000,0.008200000000,0.000000000000
700,0.011300000000,0.004100000000,0.000000000000
710,0.005700000000,0.002100000000,0.000000000000
720,0.002800000000,0.001100000000,0.000000000000
730,0.001500000000,0.000500000000,0.000000000000
740,0.000500000000,0.000200000000,0.000000000000
750,0.000300000000,0.000100000000,0.000000000000
760,0.000200000000,0.000100000000,0.000000000000
770,0.000100000000,0.000000000000,0.000000000000
