Wavelength,X,Y,Z
457,2.67431E-01,7.65938E-02,1.59736E+00
458,2.60585E-01,7.91144E-02,1.56890E+00
459,2.54275E-01,8.19534E-02,1.54382E+00
460,2.48525E-01,8.51482E-02,1.52216E+00
461,2.43304E-01,8.87266E-02,1.50361E+00
462,2.38341E-01,9.26601E-02,1.48667E+00
463,2.33325E-01,9.68972E-02,1.46959E+00
464,2.27962E-01,1.01375E-01,1.45071E+00
465,2.21978E-01,1.06014E-01,1.42844E+00
466,2.15173E-01,1.10738E-01,1.40159E+00
467,2.07562E-01,1.15511E-01,1.37009E+00
468,1.99218E-01,1.20312E-01,1.33422E+00
469,1.90229E-01,1.25116E-01,1.29428E+00
470,1.80691E-01,1.29896E-01,1.25061E+00
471,1.70715E-01,1.34630E-01,1.20370E+00
472,1.60447E-01,1.39331E-01,1.15432E+00
473,1.50024E-01,1.44023E-01,1.10328E+00
474,1.39570E-01,1.48737E-01,1.05135E+00
475,1.29192E-01,1.53507E-01,9.99179E-01
476,1.18986E-01,1.58364E-01,9.47396E-01
477,1.09062E-01,1.63320E-01,8.96622E-01
478,9.95142E-02,1.68376E-01,8.47398E-01
479,9.04185E-02,1.73537E-01,8.00158E-01
480,8.18289E-02,1.78805E-01,7.55238E-01
481,7.37682E-02,1.84182E-01,7.12788E-01
482,6.61948E-02,1.89656E-01,6.72520E-01
483,5.90638E-02,1.95210E-01,6.34098E-01
484,5.23424E-02,2.00826E-01,5.97243E-01
485,4.60086E-02,2.06483E-01,5.61731E-01
486,4.00615E-02,2.12183E-01,5.27492E-01
487,3.45437E-02,2.18028E-01,4.94881E-01
488,2.94909E-02,2.24159E-01,4.64259E-01
489,2.49214E-02,2.30730E-01,4.35884E-01
490,2.08398E-02,2.37916E-01,4.09931E-01
491,1.72359E-02,2.45871E-01,3.86426E-01
492,1.40792E-02,2.54602E-01,3.65057E-01
493,1.13452E-02,2.64076E-01,3.45481E-01
494,9.01966E-03,2.74249E-01,3.27410E-01
495,7.09773E-03,2.85068E-01,3.10594E-01
496,5.57114E-03,2.96484E-01,2.94810E-01
497,4.39457E-03,3.08501E-01,2.79819E-01
498,3.51630E-03,3.21139E-01,2.65410E-01
499,2.88764E-03,3.34417E-01,2.51408E-01
500,2.46159E-03,3.48354E-01,2.37675E-01
501,2.20635E-03,3.62960E-01,2.24121E-01
502,2.14956E-03,3.78227E-01,2.10748E-01
503,2.33709E-03,3.94136E-01,1.97584E-01
504,2.81893E-03,4.10658E-01,1.84657E-01
505,3.64918E-03,4.27760E-01,1.72002E-01
506,4.89136E-03,4.45399E-01,1.59692E-01
507,6.62936E-03,4.63540E-01,1.47942E-01
508,8.94290E-03,4.82138E-01,1.36943E-01
509,1.19022E-02,5.01143E-01,1.26828E-01
510,1.55699E-02,5.20497E-01,1.17680E-01
511,1.99767E-02,5.40139E-01,1.09497E-01
512,2.50470E-02,5.60021E-01,1.02094E-01
513,3.06753E-02,5.80097E-01,9.52799E-02
514,3.67500E-02,6.00317E-01,8.89008E-02
515,4.31517E-02,6.20626E-01,8.28355E-02
516,4.97858E-02,6.40940E-01,7.70098E-02
517,5.66855E-02,6.61077E-01,7.14400E-02
518,6.39165E-02,6.80813E-01,6.61544E-02
519,7.15435E-02,6.99904E-01,6.11720E-02
520,7.96292E-02,7.18089E-01,5.65041E-02
521,8.82147E-02,7.35159E-01,5.21512E-02
522,9.72698E-02,7.51182E-01,4.80957E-02
523,1.06750E-01,7.66314E-01,4.43172E-02
524,1.16619E-01,7.80735E-01,4.07973E-02
525,1.26847E-01,7.94645E-01,3.75191E-02
526,1.37406E-01,8.08207E-01,3.44685E-02
527,1.48247E-01,8.21382E-01,3.16376E-02
528,1.59308E-01,8.34070E-01,2.90190E-02
529,1.70518E-01,8.46171E-01,2.66036E-02
530,1.81803E-01,8.57580E-01,2.43816E-02
531,1.93109E-01,8.68241E-01,2.23410E-02
532,2.04509E-01,8.78306E-01,2.04642E-02
533,2.16117E-01,8.87991E-01,1.87346E-02
534,2.28065E-01,8.97521E-01,1.71379E-02
535,2.40502E-01,9.07135E-01,1.56617E-02
536,2.53544E-01,9.16995E-01,1.42964E-02
537,2.67130E-01,9.26929E-01,1.30370E-02
538,2.81135E-01,9.36673E-01,1.18790E-02
539,2.95416E-01,9.45948E-01,1.08173E-02
540,3.09812E-01,9.54468E-01,9.84647E-03
541,3.24168E-01,9.61983E-01,8.96069E-03
542,3.38432E-01,9.68439E-01,8.15281E-03
543,3.52579E-01,9.73829E-01,7.41602E-03
544,3.66584E-01,9.78152E-01,6.74412E-03
545,3.80424E-01,9.81411E-01,6.13142E-03
546,3.94099E-01,9.83667E-01,5.57278E-03
547,4.07697E-01,9.85208E-01,5.06346E-03
548,4.21348E-01,9.86381E-01,4.59917E-03
549,4.35200E-01,9.87536E-01,4.17597E-03
550,4.49421E-01,9.89023E-01,3.79029E-03
551,4.64162E-01,9.91081E-01,3.43895E-03
552,4.79440E-01,9.93491E-01,3.11934E-03
553,4.95218E-01,9.95917E-01,2.82904E-03
554,5.11440E-01,9.98020E-01,2.56572E-03
555,5.28023E-01,9.99461E-01,2.32719E-03
556,5.44870E-01,9.99993E-01,2.11128E-03
557,5.61890E-01,9.99756E-01,1.91577E-03
558,5.79014E-01,9.98984E-01,1.73859E-03
559,5.96188E-01,9.97912E-01,1.57792E-03
560,6.13378E-01,9.96774E-01,1.43213E-03
561,6.30590E-01,9.95736E-01,1.29978E-03
562,6.47922E-01,9.94711E-01,1.17967E-03
563,6.65487E-01,9.93553E-01,1.07069E-03
564,6.83378E-01,9.92116E-01,9.71862E-04
565,7.01677E-01,9.90255E-01,8.82253E-04
566,7.20411E-01,9.87860E-01,8.01023E-04
567,7.39449E-01,9.84932E-01,7.27388E-04
568,7.58629E-01,9.81504E-01,6.60635E-04
569,7.77788E-01,9.77603E-01,6.00115E-04
570,7.96775E-01,9.73261E-01,5.45242E-04
571,8.15453E-01,9.68476E-01,4.95485E-04
572,8.33739E-01,9.63137E-01,4.50364E-04
573,8.51549E-01,9.57106E-01,4.09445E-04
574,8.68786E-01,9.50254E-01,3.72334E-04
575,8.85338E-01,9.42457E-01,3.38674E-04
576,9.01159E-01,9.33690E-01,3.08140E-04
577,9.16528E-01,9.24289E-01,2.80437E-04
578,9.31824E-01,9.14671E-01,2.55300E-04
579,9.47452E-01,9.05233E-01,2.32486E-04
580,9.63839E-01,8.96361E-01,2.11777E-04
581,9.81260E-01,8.88307E-01,1.92976E-04
582,9.99295E-01,8.80846E-01,1.75902E-04
583,1.01734E+00,8.73645E-01,1.60395E-04
584,1.03479E+00,8.66375E-01,1.46306E-04
585,1.05101E+00,8.58720E-01,1.33503E-04
586,1.06552E+00,8.50429E-01,1.21866E-04
587,1.07842E+00,8.41505E-01,1.11286E-04
588,1.08994E+00,8.32011E-01,1.01663E-04
589,1.10032E+00,8.22015E-01,9.29100E-05
590,1.10977E+00,8.11587E-01,8.49447E-05
591,1.11844E+00,8.00787E-01,7.76942E-05
592,1.12627E+00,7.89651E-01,7.10925E-05
593,1.13314E+00,7.78205E-01,6.50794E-05
594,1.13895E+00,7.66473E-01,5.96006E-05
595,1.14362E+00,7.54479E-01,5.46071E-05
596,1.14709E+00,7.42247E-01,5.00542E-05
597,1.14946E+00,7.29823E-01,4.59016E-05
598,1.15084E+00,7.17252E-01,4.21127E-05
599,1.15133E+00,7.04582E-01,3.86544E-05
600,1.15103E+00,6.91855E-01,3.54966E-05
601,1.15000E+00,6.79101E-01,3.26122E-05
602,1.14806E+00,6.66285E-01,2.99764E-05
603,1.14500E+00,6.53359E-01,2.75669E-05
604,1.14062E+00,6.40281E-01,2.53634E-05
605,1.13476E+00,6.27007E-01,2.33474E-05
606,1.12730E+00,6.13515E-01,2.15022E-05
607,1.11834E+00,5.99849E-01,1.98127E-05
608,1.10803E+00,5.86068E-01,1.82650E-05
609,1.09651E+00,5.72226E-01,1.68467E-05
610,1.08393E+00,5.58375E-01,1.55463E-05
611,1.07039E+00,5.44554E-01,1.43536E-05
612,1.05593E+00,5.30767E-01,1.32591E-05
613,1.04059E+00,5.17013E-01,1.22544E-05
614,1.02439E+00,5.03289E-01,1.13317E-05
615,1.00734E+00,4.89595E-01,1.04839E-05
616,9.89527E-01,4.75944E-01,0.0
617,9.71121E-01,4.62396E-01,0.0
618,9.52326E-01,4.49015E-01,0.0
619,9.33325E-01,4.35862E-01,0.0
620,9.14288E-01,4.22990E-01,0.0
621,8.95280E-01,4.10415E-01,0.0
622,8.76016E-01,3.98036E-01,0.0
623,8.56161E-01,3.85730E-01,0.0
624,8.35423E-01,3.73391E-01,0.0
625,8.13557E-01,3.60924E-01,0.0
626,7.90457E-01,3.48286E-01,0.0
627,7.66436E-01,3.35570E-01,0.0
628,7.41878E-01,3.22896E-01,0.0
629,7.17122E-01,3.10370E-01,0.0
630,6.92472E-01,2.98086E-01,0.0
631,6.68160E-01,2.86116E-01,0.0
632,6.44270E-01,2.74482E-01,0.0
633,6.20845E-01,2.63195E-01,0.0
634,5.97924E-01,2.52263E-01,0.0
635,5.75541E-01,2.41690E-01,0.0
636,5.53730E-01,2.31481E-01,0.0
637,5.32541E-01,2.21638E-01,0.0
638,5.12022E-01,2.12162E-01,0.0
639,4.92207E-01,2.03054E-01,0.0
640,4.73122E-01,1.94312E-01,0.0
641,4.54742E-01,1.85923E-01,0.0
642,4.36872E-01,1.77827E-01,0.0
643,4.19312E-01,1.69965E-01,0.0
644,4.01898E-01,1.62284E-01,0.0
645,3.84499E-01,1.54740E-01,0.0
646,3.67059E-01,1.47308E-01,0.0
647,3.49717E-01,1.40017E-01,0.0
648,3.32630E-01,1.32901E-01,0.0
649,3.15934E-01,1.25991E-01,0.0
650,2.99737E-01,1.19312E-01,0.0
651,2.84119E-01,1.12882E-01,0.0
652,2.69105E-01,1.06711E-01,0.0
653,2.54708E-01,1.00805E-01,0.0
654,2.40932E-01,9.51665E-02,0.0
655,2.27779E-01,8.97959E-02,0.0
656,2.15243E-01,8.46904E-02,0.0
657,2.03301E-01,7.98401E-02,0.0
658,1.91928E-01,7.52337E-02,0.0
659,1.81099E-01,7.08606E-02,0.0
660,1.70791E-01,6.67105E-02,0.0
661,1.60984E-01,6.27736E-02,0.0
662,1.51658E-01,5.90418E-02,0.0
663,1.42794E-01,5.55070E-02,0.0
664,1.34374E-01,5.21614E-02,0.0
665,1.26381E-01,4.89970E-02,0.0
666,1.18798E-01,4.60058E-02,0.0
667,1.11609E-01,4.31788E-02,0.0
668,1.04798E-01,4.05076E-02,0.0
669,9.83484E-02,3.79838E-02,0.0
670,9.22460E-02,3.55998E-02,0.0
671,8.64751E-02,3.33486E-02,0.0
672,8.10199E-02,3.12233E-02,0.0
673,7.58651E-02,2.92178E-02,0.0
674,7.09963E-02,2.73260E-02,0.0
675,6.63996E-02,2.55422E-02,0.0
676,6.20622E-02,2.38612E-02,0.0
677,5.79741E-02,2.22786E-02,0.0
678,5.41253E-02,2.07902E-02,0.0
679,5.05060E-02,1.93918E-02,0.0
680,4.71061E-02,1.80794E-02,0.0
681,4.39141E-02,1.68482E-02,0.0
682,4.09141E-02,1.56919E-02,0.0
683,3.80907E-02,1.46045E-02,0.0
684,3.54303E-02,1.35806E-02,0.0
685,3.29214E-02,1.26157E-02,0.0
686,3.05567E-02,1.17070E-02,0.0
687,2.83415E-02,1.08561E-02,0.0
688,2.62803E-02,1.00648E-02,0.0
689,2.43747E-02,9.33338E-03,0.0
690,2.26231E-02,8.66128E-03,0.0
691,2.10193E-02,8.04605E-03,0.0
692,1.95465E-02,7.48113E-03,0.0
693,1.81873E-02,6.95999E-03,0.0
694,1.69273E-02,6.47707E-03,0.0
695,1.57542E-02,6.02768E-03,0.0
696,1.46585E-02,5.60817E-03,0.0
697,1.36357E-02,5.21669E-03,0.0
698,1.26821E-02,4.85178E-03,0.0
699,1.17939E-02,4.51201E-03,0.0
700,1.09678E-02,4.19594E-03,0.0
701,1.01996E-02,3.90206E-03,0.0
702,9.48432E-03,3.62837E-03,0.0
703,8.81685E-03,3.37301E-03,0.0
704,8.19292E-03,3.13431E-03,0.0
705,7.60875E-03,2.91086E-03,0.0
706,7.06139E-03,2.70153E-03,0.0
707,6.54951E-03,2.50580E-03,0.0
708,6.07197E-03,2.32323E-03,0.0
709,5.62748E-03,2.15333E-03,0.0
710,5.21461E-03,1.99556E-03,0.0
711,4.83185E-03,1.84932E-03,0.0
712,4.47758E-03,1.71398E-03,0.0
713,4.15017E-03,1.58890E-03,0.0
714,3.84799E-03,1.47345E-03,0.0
715,3.56945E-03,1.36702E-03,0.0
716,3.31286E-03,1.26895E-03,0.0
717,3.07602E-03,1.17842E-03,0.0
718,2.85689E-03,1.09464E-03,0.0
719,2.65368E-03,1.01694E-03,0.0
720,2.46482E-03,9.44727E-04,0.0
721,2.28906E-03,8.77517E-04,0.0
722,2.12569E-03,8.15044E-04,0.0
723,1.97412E-03,7.57076E-04,0.0
724,1.83372E-03,7.03375E-04,0.0
725,1.70388E-03,6.53705E-04,0.0
726,1.58390E-03,6.07805E-04,0.0
727,1.47294E-03,5.65344E-04,0.0
728,1.37015E-03,5.26005E-04,0.0
729,1.27480E-03,4.89506E-04,0.0
730,1.18624E-03,4.55597E-04,0.0
731,1.10387E-03,4.24055E-04,0.0
732,1.02719E-03,3.94686E-04,0.0
733,9.55749E-04,3.67318E-04,0.0
734,8.89126E-04,3.41794E-04,0.0
735,8.26954E-04,3.17974E-04,0.0
736,7.68935E-04,2.95744E-04,0.0
737,7.14943E-04,2.75056E-04,0.0
738,6.64859E-04,2.55864E-04,0.0
739,6.18542E-04,2.38114E-04,0.0
740,5.75830E-04,2.21744E-04,0.0
741,5.36505E-04,2.06671E-04,0.0
742,5.00184E-04,1.92747E-04,0.0
743,4.66501E-04,1.79831E-04,0.0
744,4.35139E-04,1.67802E-04,0.0
745,4.05830E-04,1.56557E-04,0.0
746,3.78373E-04,1.46017E-04,0.0
747,3.52689E-04,1.36154E-04,0.0
748,3.28720E-04,1.26945E-04,0.0
749,3.06400E-04,1.18367E-04,0.0
750,2.85658E-04,1.10393E-04,0.0
751,2.66411E-04,1.02991E-04,0.0
752,2.48546E-04,9.61184E-05,0.0
753,2.31953E-04,8.97332E-05,0.0
754,2.16530E-04,8.37969E-05,0.0
755,2.02185E-04,7.82744E-05,0.0
756,1.88834E-04,7.31331E-05,0.0
757,1.76394E-04,6.83414E-05,0.0
758,1.64789E-04,6.38703E-05,0.0
759,1.53954E-04,5.96939E-05,0.0
760,1.43827E-04,5.57886E-05,0.0
761,1.34357E-04,5.21351E-05,0.0
762,1.25514E-04,4.87218E-05,0.0
763,1.17271E-04,4.55385E-05,0.0
764,1.09598E-04,4.25744E-05,0.0
765,1.02469E-04,3.98188E-05,0.0
766,9.58472E-05,3.72588E-05,0.0
767,8.96832E-05,3.48747E-05,0.0
768,8.39273E-05,3.26476E-05,0.0
769,7.85371E-05,3.05614E-05,0.0
770,7.34755E-05,2.86018E-05,0.0
771,6.87158E-05,2.67584E-05,0.0
772,6.42526E-05,2.50294E-05,0.0
773,6.00829E-05,2.34137E-05,0.0
774,5.62010E-05,2.19091E-05,0.0
775,5.25987E-05,2.05126E-05,0.0
776,4.92628E-05,1.92190E-05,0.0
777,4.61662E-05,1.80180E-05,0.0
778,4.32821E-05,1.68990E-05,0.0
779,4.05871E-05,1.58531E-05,0.0
780,3.80611E-05,1.48724E-05,0.0
781,3.56882E-05,1.39509E-05,0.0
782,3.34602E-05,1.30853E-05,0.0
783,3.13709E-05,1.22733E-05,0.0
784,2.94137E-05,1.15123E-05,0.0
785,2.75822E-05,1.08000E-05,0.0
786,2.58695E-05,1.01336E-05,0.0
787,2.42670E-05,9.50992E-06,0.0
788,2.27664E-05,8.92563E-06,0.0
789,2.13601E-05,8.37785E-06,0.0
790,2.00412E-05,7.86392E-06,0.0
791,1.88038E-05,7.38154E-06,0.0
792,1.76436E-05,6.92910E-06,0.0
793,1.65567E-05,6.50514E-06,0.0
794,1.55394E-05,6.10822E-06,0.0
795,1.45879E-05,5.73693E-06,0.0
796,1.36985E-05,5.38983E-06,0.0
797,1.28671E-05,5.06527E-06,0.0
798,1.20895E-05,4.76167E-06,0.0
799,1.13621E-05,4.47756E-06,0.0
800,1.06814E-05,4.21160E-06,0.0
801,1.00441E-05,3.96246E-06,0.0
802,9.44640E-06,3.72867E-06,0.0
803,8.88475E-06,3.50888E-06,0.0
804,8.35605E-06,3.30187E-06,0.0
805,7.85752E-06,3.10656E-06,0.0
806,7.38700E-06,2.92212E-06,0.0
807,6.94358E-06,2.74821E-06,0.0
808,6.52655E-06,2.58456E-06,0.0
809,6.13509E-06,2.43087E-06,0.0
810,5.76828E-06,2.28679E-06,0.0
811,5.42507E-06,2.15191E-06,0.0
812,5.10397E-06,2.02566E-06,0.0
813,4.80352E-06,1.90746E-06,0.0
814,4.52235E-06,1.79679E-06,0.0
815,4.25917E-06,1.69315E-06,0.0
816,4.01271E-06,1.59603E-06,0.0
817,3.78160E-06,1.50490E-06,0.0
818,3.56450E-06,1.41925E-06,0.0
819,3.36024E-06,1.33860E-06,0.0
820,3.16777E-06,1.26256E-06,0.0
821,2.98621E-06,1.19077E-06,0.0
822,2.81500E-06,1.12303E-06,0.0
823,2.65366E-06,1.05915E-06,0.0
824,2.50173E-06,9.98951E-07,0.0
825,2.35872E-06,9.42251E-07,0.0
826,2.22421E-06,8.88880E-07,0.0
827,2.09774E-06,8.38669E-07,0.0
828,1.97889E-06,7.91454E-07,0.0
829,1.86727E-06,7.47077E-07,0.0
830,1.76246E-06,7.05386E-07,0.0
