Wavelength,X,Y,Z
390,3.76965E-03,4.14616E-04,1.84726E-02
391,4.53242E-03,5.02833E-04,2.22110E-02
392,5.44655E-03,6.08499E-04,2.66982E-02
393,6.53887E-03,7.34444E-04,3.20694E-02
394,7.83970E-03,8.83739E-04,3.84783E-02
395,9.38297E-03,1.05965E-03,4.60978E-02
396,1.12061E-02,1.26553E-03,5.51195E-02
397,1.33496E-02,1.50475E-03,6.57526E-02
398,1.58569E-02,1.78049E-03,7.82211E-02
399,1.87729E-02,2.09557E-03,9.27601E-02
400,2.21430E-02,2.45219E-03,1.09609E-01
401,2.60129E-02,2.85222E-03,1.29008E-01
402,3.04304E-02,3.29912E-03,1.51205E-01
403,3.54433E-02,3.79747E-03,1.76444E-01
404,4.10964E-02,4.35277E-03,2.04952E-01
405,4.74299E-02,4.97172E-03,2.36925E-01
406,5.44739E-02,5.66101E-03,2.72512E-01
407,6.22361E-02,6.42162E-03,3.11782E-01
408,7.07005E-02,7.25031E-03,3.54706E-01
409,7.98251E-02,8.14017E-03,4.01147E-01
410,8.95380E-02,9.07986E-03,4.50837E-01
411,9.97485E-02,1.00561E-02,5.03416E-01
412,1.10402E-01,1.10646E-02,5.58636E-01
413,1.21457E-01,1.21052E-02,6.16273E-01
414,1.32874E-01,1.31801E-02,6.76098E-01
415,1.44621E-01,1.42938E-02,7.37882E-01
416,1.56647E-01,1.54500E-02,8.01302E-01
417,1.68790E-01,1.66409E-02,8.65557E-01
418,1.80833E-01,1.78530E-02,9.29579E-01
419,1.92522E-01,1.90702E-02,9.92129E-01
420,2.03573E-01,2.02737E-02,1.05182E+00
421,2.13753E-01,2.14480E-02,1.10751E+00
422,2.23135E-01,2.26004E-02,1.15953E+00
423,2.31925E-01,2.37479E-02,1.20887E+00
424,2.40389E-01,2.49125E-02,1.25683E+00
425,2.48852E-01,2.61211E-02,1.30501E+00
426,2.57590E-01,2.73992E-02,1.35476E+00
427,2.66499E-01,2.87499E-02,1.40559E+00
428,2.75353E-01,3.01691E-02,1.45641E+00
429,2.83892E-01,3.16514E-02,1.50596E+00
430,2.91825E-01,3.31904E-02,1.55283E+00
431,2.98920E-01,3.47791E-02,1.59590E+00
432,3.05299E-01,3.64150E-02,1.63577E+00
433,3.11203E-01,3.80957E-02,1.67357E+00
434,3.16905E-01,3.98184E-02,1.71060E+00
435,3.22709E-01,4.15794E-02,1.74828E+00
436,3.28819E-01,4.33710E-02,1.78750E+00
437,3.34924E-01,4.51718E-02,1.82661E+00
438,3.40545E-01,4.69542E-02,1.86311E+00
439,3.45169E-01,4.86872E-02,1.89433E+00
440,3.48255E-01,5.03366E-02,1.91748E+00
441,3.49415E-01,5.18761E-02,1.93053E+00
442,3.48907E-01,5.33222E-02,1.93482E+00
443,3.47175E-01,5.47060E-02,1.93265E+00
444,3.44670E-01,5.60633E-02,1.92640E+00
445,3.41848E-01,5.74339E-02,1.91844E+00
446,3.39024E-01,5.88511E-02,1.91043E+00
447,3.35993E-01,6.03081E-02,1.90122E+00
448,3.32428E-01,6.17864E-02,1.88900E+00
449,3.28016E-01,6.32657E-02,1.87200E+00
450,3.22464E-01,6.47235E-02,1.84855E+00
451,3.15622E-01,6.61475E-02,1.81779E+00
452,3.07820E-01,6.75726E-02,1.78163E+00
453,2.99477E-01,6.90493E-02,1.74251E+00
454,2.90978E-01,7.06328E-02,1.70275E+00
455,2.82665E-01,7.23834E-02,1.66444E+00
456,2.74796E-01,7.43596E-02,1.62921E+00
