Wavelength,V
370,0.000100000000
380,0.000400000000
390,0.001500000000
400,0.004500000000
410,0.009300000000
420,0.017500000000
430,0.027300000000
440,0.037900000000
450,0.046800000000
460,0.060000000000
470,0.091000000000
480,0.139000000000
490,0.208000000000
500,0.323000000000
510,0.503000000000
520,0.710000000000
530,0.862000000000
540,0.954000000000
550,0.995000000000
560,0.995000000000
570,0.952000000000
580,0.870000000000
590,0.757000000000
600,0.631000000000
610,0.503000000000
620,0.381000000000
630,0.265000000000
640,0.175000000000
650,0.107000000000
660,0.061000000000
670,0.032000000000
680,0.017000000000
690,0.008200000000
700,0.004100000000
710,0.002100000000
720,0.001100000000
730,0.000500000000
740,0.000200000000
750,0.000100000000
760,0.000100000000
770,0.000000000000
